Branch,Component,Gender,abdominalextensiondepthsitting,acromialheight,acromionradialelength,anklecircumference,thumbtipreach,tibialheight,tragiontopofhead,trochanterionheight,verticaltrunkcircumferenceusa,waistbacklength,waistbreadth,waistcircumference,waistdepth,waistfrontlengthsitting,waistheightomphalion,wristcircumference,wristheight,weight_kg,stature_m,BMI,BMI_class,Height_class,
1624,Combat Service Support,Army National Guard,Female,201,1294,293,158,727,420,112,829,1565,412,275,760,178,340,966,148,803,55.5,1.576,22.34501018,Normal,Normal
1625,Combat Service Support,Army National Guard,Female,242,1397,335,174,768,453,125,864,1654,478,324,905,230,394,999,154,841,75.5,1.685,26.5917636,Overweight,Normal
1626,Combat Service Support,Army National Guard,Female,175,1327,311,137,761,423,129,833,1506,433,264,715,168,348,977,145,790,54.8,1.629,20.65087176,Normal,Normal
1627,Combat Arms,Army National Guard,Female,252,1358,313,168,707,453,129,859,1578,423,298,878,232,348,984,150,828,70.5,1.637,26.30823776,Overweight,Normal
1628,Combat Support,Army National Guard,Female,194,1307,294,163,671,415,112,814,1537,425,295,788,188,330,939,145,801,54.8,1.597,21.48674977,Normal,Normal
1629,Combat Support,Army National Guard,Female,267,1380,314,165,752,455,133,870,1593,420,306,903,230,357,1015,159,829,76.3,1.676,27.16292343,Overweight,Normal
1630,Combat Support,Army National Guard,Female,235,1370,328,177,739,449,132,905,1532,390,305,870,219,343,1030,160,802,78.4,1.672,28.04422976,Overweight,Normal
1631,Combat Support,Army National Guard,Female,199,1385,330,159,774,461,131,910,1540,448,314,848,194,346,1041,153,826,69.8,1.707,23.95457005,Normal,Tall
1632,Combat Arms,Army National Guard,Female,204,1343,320,164,732,438,134,840,1545,423,301,825,191,348,994,161,804,65,1.649,23.90408065,Normal,Normal
1633,Combat Arms,Army National Guard,Female,250,1327,307,187,721,426,142,814,1629,450,344,955,246,341,965,163,831,79.4,1.615,30.44215894,Overweight,Normal
1634,Combat Arms,Army National Guard,Female,335,1336,329,198,790,454,119,849,1670,449,370,1105,296,367,971,163,780,89.7,1.629,33.80261309,Overweight,Normal
1635,Combat Arms,Army National Guard,Female,194,1308,305,142,736,431,118,831,1514,450,285,785,183,342,960,144,776,52.5,1.615,20.12863154,Normal,Normal
1636,Combat Support,Army National Guard,Female,278,1267,292,184,715,415,120,828,1564,402,328,972,245,347,942,161,775,77.2,1.537,32.67906072,Overweight,Small
1637,Combat Service Support,Army National Guard,Female,214,1363,311,168,713,441,126,860,1587,420,280,793,201,347,1014,153,827,65.7,1.663,23.75641324,Normal,Normal
1638,Combat Service Support,Army National Guard,Female,200,1312,306,150,727,422,125,816,1471,407,291,798,191,332,966,142,789,53.7,1.582,21.45662087,Normal,Normal
1639,Combat Service Support,Army National Guard,Female,238,1233,281,164,646,400,125,767,1541,430,331,955,240,365,865,144,774,66.7,1.499,29.68400993,Overweight,Small
1640,Combat Service Support,Army National Guard,Female,242,1473,354,185,804,484,130,903,1728,456,323,920,215,393,1074,159,867,83.3,1.771,26.55876517,Overweight,Tall
1641,Combat Service Support,Army National Guard,Female,220,1274,306,155,736,403,119,783,1518,408,292,855,212,339,930,149,749,59.9,1.545,25.09399776,Overweight,Small
1642,Combat Service Support,Army National Guard,Female,240,1323,298,168,712,422,118,834,1569,421,314,914,225,367,951,154,805,64.9,1.603,25.25676085,Overweight,Normal
1643,Combat Service Support,Army National Guard,Female,242,1320,302,190,761,426,125,823,1643,409,315,938,236,327,972,152,807,78.8,1.58,31.56545425,Overweight,Normal
1644,Combat Service Support,Army National Guard,Female,264,1321,300,176,706,436,131,829,1628,406,333,960,236,354,975,148,810,75.2,1.608,29.08343853,Overweight,Normal
1645,Combat Service Support,Army National Guard,Female,238,1292,305,164,694,407,125,798,1541,405,312,900,217,372,928,143,770,64.3,1.561,26.38792049,Overweight,Normal
1646,Combat Service Support,Army National Guard,Female,193,1344,310,167,709,434,132,827,1552,413,271,780,195,340,988,154,806,61.3,1.642,22.73600567,Normal,Normal
1647,Combat Service Support,Army National Guard,Female,240,1301,303,192,749,419,118,809,1640,438,336,935,233,387,952,169,792,84.7,1.6,33.0859375,Overweight,Normal
1648,Combat Service Support,Army National Guard,Female,242,1304,313,167,719,436,122,831,1575,415,318,890,219,314,964,150,783,68.7,1.591,27.14040835,Overweight,Normal
1649,Combat Service Support,Army National Guard,Female,212,1398,327,163,732,463,123,894,1595,452,306,821,200,386,1031,162,856,69.7,1.697,24.20299402,Normal,Normal
1650,Combat Service Support,Army National Guard,Female,174,1392,315,163,724,446,126,852,1593,437,297,793,173,366,1012,148,860,60.2,1.691,21.05277146,Normal,Normal
1651,Combat Service Support,Army National Guard,Female,204,1276,292,167,685,413,121,809,1585,391,285,775,192,323,943,154,762,63.1,1.563,25.82922665,Overweight,Normal
1652,Combat Service Support,Army National Guard,Female,312,1326,306,207,754,417,129,832,1674,445,354,1034,285,399,919,157,801,95.2,1.598,37.28064336,Overweight,Normal
1653,Combat Service Support,Army National Guard,Female,167,1352,315,153,715,433,115,842,1506,406,238,664,154,312,1008,151,800,51.3,1.631,19.28454706,Normal,Normal
1654,Combat Service Support,Army National Guard,Female,240,1349,309,163,727,450,120,850,1566,449,327,907,214,381,976,154,821,69.4,1.648,25.55318597,Overweight,Normal
1655,Combat Service Support,Army National Guard,Female,214,1186,290,153,693,404,120,766,1400,402,257,768,190,340,888,154,688,50.9,1.496,22.7433584,Normal,Small
1656,Combat Service Support,Army National Guard,Female,191,1250,292,160,697,413,116,800,1398,345,231,672,162,320,951,150,741,52,1.522,22.44781315,Normal,Small
1657,Combat Support,Army National Guard,Female,253,1477,338,187,832,505,121,950,1685,468,350,965,252,382,1065,168,864,88.9,1.769,28.40835557,Overweight,Tall
1658,Combat Support,Army National Guard,Female,237,1461,340,182,852,507,120,940,1623,425,277,784,205,353,1111,166,860,78.5,1.761,25.31342698,Overweight,Tall
1659,Combat Support,Army National Guard,Female,237,1312,313,175,701,438,129,844,1531,410,303,903,223,350,968,159,788,67.8,1.618,25.8983836,Overweight,Normal
1660,Combat Support,Army National Guard,Female,232,1325,317,147,733,437,121,846,1530,423,288,841,210,317,993,156,790,64.4,1.612,24.78310931,Normal,Normal
1661,Combat Support,Army National Guard,Female,232,1343,326,157,738,443,127,840,1537,415,306,870,208,343,1002,150,805,65.7,1.653,24.04471659,Normal,Normal
1662,Combat Service Support,Army National Guard,Female,234,1314,302,172,728,442,130,834,1524,439,294,852,232,369,955,145,801,66.1,1.598,25.88498452,Overweight,Normal
1663,Combat Support,Army National Guard,Female,250,1478,343,184,793,472,127,908,1732,464,347,993,241,367,1053,162,907,92.5,1.77,29.52535989,Overweight,Tall
1664,Combat Support,Army National Guard,Female,228,1281,293,153,664,413,122,815,1520,422,308,866,225,351,933,146,782,61.1,1.566,24.91481661,Normal,Normal
1665,Combat Support,Army National Guard,Female,185,1373,316,139,789,450,128,868,1588,414,273,757,178,356,1016,154,821,61.1,1.668,21.96084859,Normal,Normal
1666,Combat Service Support,Army National Guard,Female,242,1313,325,181,800,456,132,867,1543,446,306,907,256,351,971,161,758,79.7,1.614,30.59505658,Overweight,Normal
1667,Combat Support,Army National Guard,Female,215,1371,330,157,758,448,130,857,1623,445,301,853,203,390,992,160,818,68.2,1.673,24.36646303,Normal,Normal
1668,Combat Support,Army National Guard,Female,207,1296,306,143,715,430,122,824,1465,441,278,779,194,350,949,133,768,48.9,1.588,19.39134186,Normal,Normal
1669,Combat Service Support,Army National Guard,Female,268,1258,299,167,736,428,121,839,1516,415,298,926,259,376,926,155,738,66.9,1.534,28.42990435,Overweight,Small
1670,Combat Service Support,Army National Guard,Female,229,1208,280,175,651,409,117,781,1500,415,292,825,233,326,899,155,751,61.7,1.49,27.79154092,Overweight,Small
1671,Combat Service Support,Army National Guard,Female,262,1300,293,165,704,420,133,817,1550,461,304,938,232,375,930,155,788,70.6,1.611,27.20280073,Overweight,Normal
1672,Combat Support,Army National Guard,Female,215,1316,303,159,722,438,125,818,1509,415,256,755,197,329,962,149,796,61.1,1.599,23.89704948,Normal,Normal
1673,Combat Service Support,Army National Guard,Female,213,1368,309,153,704,438,131,841,1606,435,305,867,201,354,982,158,837,66.2,1.645,24.46392772,Normal,Normal
1674,Combat Service Support,Army National Guard,Female,188,1303,303,157,699,415,124,808,1505,417,281,784,181,347,937,148,787,53.2,1.571,21.55555763,Normal,Normal
1675,Combat Support,Army National Guard,Female,195,1359,317,171,740,461,122,866,1543,406,273,753,186,351,1014,156,807,61.6,1.657,22.43549704,Normal,Normal
1676,Combat Support,Army National Guard,Female,257,1329,321,173,764,429,126,831,1589,422,330,914,237,380,974,167,760,73.7,1.641,27.3684578,Overweight,Normal
1677,Combat Support,Army National Guard,Female,208,1399,314,151,742,451,125,871,1654,430,297,826,196,354,1023,158,852,65.7,1.71,22.46845183,Normal,Tall
1678,Combat Support,Army National Guard,Female,236,1396,314,157,754,453,123,878,1616,419,311,875,212,336,1014,154,839,67.1,1.674,23.94482199,Normal,Normal
1679,Combat Support,Army National Guard,Female,321,1302,299,180,696,414,130,819,1676,454,367,1095,302,407,907,159,798,83.1,1.561,34.10320673,Overweight,Normal
1680,Combat Support,Army National Guard,Female,287,1370,322,182,778,458,129,880,1680,453,372,1076,299,384,984,156,820,86.6,1.664,31.27600314,Overweight,Normal
1681,Combat Support,Army National Guard,Female,291,1453,331,201,812,470,129,888,1828,496,400,1087,276,417,1048,171,874,105.4,1.743,34.69331798,Overweight,Tall
1682,Combat Service Support,Army National Guard,Female,279,1383,307,203,764,458,138,888,1650,428,338,1011,245,331,1014,172,844,92,1.681,32.5576013,Overweight,Normal
1683,Combat Service Support,Army National Guard,Female,256,1242,297,173,680,407,108,790,1462,400,320,931,243,325,906,139,747,61.7,1.498,27.49549466,Overweight,Small
1684,Combat Support,Army National Guard,Female,250,1307,308,187,726,431,127,833,1610,424,299,888,240,331,968,156,777,77.2,1.595,30.34561374,Overweight,Normal
1685,Combat Support,Army National Guard,Female,240,1497,327,165,758,480,131,911,1730,458,352,971,228,394,1070,160,941,77.7,1.771,24.77330197,Normal,Tall
1686,Combat Support,Army National Guard,Female,277,1320,326,180,750,443,129,851,1587,410,349,1015,282,344,987,163,774,80.2,1.585,31.92389217,Overweight,Normal
1687,Combat Support,Army National Guard,Female,264,1511,368,189,853,507,127,961,1744,477,350,995,249,394,1128,157,891,95.3,1.819,28.80232208,Overweight,Tall
1688,Combat Service Support,Army National Guard,Female,270,1390,328,187,756,440,129,868,1685,478,378,1067,273,376,986,157,851,87,1.683,30.71503543,Overweight,Normal
1689,Combat Support,Army National Guard,Female,241,1399,338,187,754,449,117,854,1630,405,300,853,215,363,1035,162,823,73,1.686,25.68075098,Overweight,Normal
1690,Combat Service Support,Army National Guard,Female,245,1404,322,197,741,440,129,867,1702,420,315,937,240,351,1038,164,855,87.7,1.703,30.2392,Overweight,Tall
1691,Combat Support,Army National Guard,Female,229,1400,333,173,818,464,134,883,1640,470,344,967,256,363,1019,170,825,82.3,1.707,28.24442859,Overweight,Tall
1692,Combat Support,Army National Guard,Female,286,1362,332,160,778,475,127,926,1560,495,380,1112,289,366,972,159,794,83.1,1.678,29.51325504,Overweight,Normal
1693,Combat Service Support,Army National Guard,Female,174,1353,308,149,764,446,122,837,1520,402,253,700,163,318,1028,153,788,59.9,1.646,22.10890129,Normal,Normal
1694,Combat Service Support,Army National Guard,Female,235,1364,317,164,763,469,127,872,1562,422,316,907,226,345,1019,159,788,72.5,1.676,25.81011728,Overweight,Normal
1695,Combat Service Support,Army National Guard,Female,214,1418,335,169,815,485,120,921,1545,425,284,810,204,352,1066,150,841,63,1.703,21.72257241,Normal,Tall
1696,Combat Service Support,Army National Guard,Female,239,1325,315,159,748,450,127,882,1480,436,307,900,246,320,980,153,780,62.3,1.609,24.06445101,Normal,Normal
1697,Combat Service Support,Army National Guard,Female,261,1355,308,184,762,448,126,872,1610,404,313,935,243,341,988,154,815,82.1,1.636,30.67443404,Overweight,Normal
1698,Combat Service Support,Army National Guard,Female,223,1335,310,153,741,445,116,845,1563,456,302,858,218,370,959,150,787,62.4,1.625,23.63076923,Normal,Normal
1699,Combat Support,Army National Guard,Female,184,1291,294,157,718,430,123,841,1482,424,274,790,179,327,963,151,763,56.7,1.615,21.73892206,Normal,Normal
1700,Combat Support,Army National Guard,Female,285,1312,290,155,728,428,128,832,1583,450,337,960,259,369,950,158,782,67.5,1.603,26.26858794,Overweight,Normal
1701,Combat Service Support,Army National Guard,Female,198,1381,323,159,740,461,127,886,1540,398,276,778,183,322,1037,155,813,62.3,1.641,23.13507355,Normal,Normal
1702,Combat Service Support,Army National Guard,Female,213,1386,349,146,757,466,130,915,1510,410,275,791,191,364,1062,163,797,64.4,1.697,22.36259419,Normal,Normal
1703,Combat Service Support,Army National Guard,Female,233,1279,296,159,682,416,128,806,1542,404,280,838,206,348,949,149,776,62.6,1.571,25.36424638,Overweight,Normal
1704,Combat Service Support,Army National Guard,Female,202,1276,307,177,713,432,125,815,1552,387,296,845,208,312,950,151,774,71.3,1.548,29.75415473,Overweight,Small
1705,Combat Service Support,Army National Guard,Female,195,1362,318,163,748,443,115,862,1583,429,290,799,198,333,1001,153,823,63,1.633,23.62480214,Normal,Normal
1706,Combat Service Support,Army National Guard,Female,248,1373,317,187,748,440,120,844,1722,452,327,922,227,355,1008,160,851,82,1.667,29.50819554,Overweight,Normal
1707,Combat Service Support,Army National Guard,Female,265,1310,304,179,705,424,125,846,1554,397,328,956,263,328,984,152,792,76.2,1.584,30.36998776,Overweight,Normal
1708,Combat Support,Army National Guard,Female,227,1369,333,182,739,437,125,855,1603,420,309,843,206,347,1006,158,812,69.7,1.642,25.85154316,Overweight,Normal
1709,Combat Service Support,Army National Guard,Female,281,1450,356,178,782,493,131,932,1699,452,383,1064,275,369,1078,172,865,91,1.736,30.1954809,Overweight,Tall
1710,Combat Service Support,Army National Guard,Female,246,1393,330,185,722,450,117,862,1638,437,344,957,243,317,1008,163,853,80.1,1.671,28.68663557,Overweight,Normal
1711,Combat Service Support,Army National Guard,Female,225,1326,303,182,713,433,122,822,1571,400,274,820,202,344,983,145,794,68.3,1.595,26.84722045,Overweight,Normal
1712,Combat Support,Army National Guard,Female,227,1422,348,170,759,458,127,892,1630,440,329,875,201,387,1056,156,840,76.9,1.716,26.11510479,Overweight,Tall
1713,Combat Support,Army National Guard,Female,195,1265,292,152,656,417,132,792,1530,400,276,768,189,331,938,154,783,60.1,1.574,24.25855992,Normal,Normal
1714,Combat Service Support,Army National Guard,Female,300,1324,322,167,723,435,130,840,1630,462,374,1073,286,377,934,164,800,82.1,1.61,31.67316076,Overweight,Normal
1715,Combat Service Support,Army National Guard,Female,272,1369,317,170,749,418,121,857,1682,492,330,913,255,359,974,157,827,84.2,1.643,31.19155057,Overweight,Normal
1716,Combat Service Support,Army National Guard,Female,257,1388,330,183,751,440,127,864,1692,457,340,959,234,397,995,160,838,79.1,1.697,27.46709938,Overweight,Normal
1717,Combat Support,Army National Guard,Female,227,1223,277,160,642,375,129,758,1517,415,295,840,209,337,876,148,740,57.5,1.501,25.52151553,Overweight,Small
1718,Combat Service Support,Army National Guard,Female,224,1348,308,164,734,450,129,860,1525,402,290,787,200,367,989,155,810,56.8,1.632,21.32593233,Normal,Normal
1719,Combat Service Support,Army National Guard,Female,243,1354,341,163,752,448,123,866,1580,430,320,893,245,357,1005,162,783,72,1.654,26.31852137,Overweight,Normal
1720,Combat Service Support,Army National Guard,Female,176,1265,294,145,658,398,126,787,1511,430,256,706,159,332,935,139,781,52.1,1.571,21.10986001,Normal,Normal
1721,Combat Service Support,Army National Guard,Female,243,1335,325,166,700,441,119,837,1527,395,285,850,229,338,996,148,792,68.9,1.596,27.04913914,Overweight,Normal
1722,Combat Service Support,Army National Guard,Female,216,1293,284,171,689,417,128,792,1551,416,283,796,201,358,936,164,788,65.2,1.589,25.82259009,Overweight,Normal
1723,Combat Support,Army National Guard,Female,288,1383,306,189,731,437,120,854,1706,451,342,1010,271,376,972,162,868,82.7,1.65,30.37649219,Overweight,Normal
1724,Combat Service Support,Army National Guard,Female,247,1325,312,166,695,430,122,864,1554,460,315,910,230,379,955,148,806,66.2,1.611,25.50744205,Overweight,Normal
1725,Combat Service Support,Army National Guard,Female,247,1364,323,157,778,440,132,890,1555,455,359,1013,267,330,988,157,816,71.5,1.632,26.84514369,Overweight,Normal
1726,Combat Support,Army National Guard,Female,276,1428,338,188,721,466,125,912,1772,478,386,1046,261,413,1022,156,893,97.3,1.729,32.54789106,Overweight,Tall
1727,Combat Support,Army National Guard,Female,187,1244,302,149,704,436,115,840,1342,377,225,650,176,318,948,138,719,45,1.533,19.14821098,Normal,Small
1728,Combat Support,Army National Guard,Female,200,1314,302,138,713,433,125,823,1485,409,249,720,180,332,984,143,802,50.4,1.611,19.41956313,Normal,Normal
1729,Combat Support,Army National Guard,Female,198,1343,318,155,737,448,127,879,1490,422,267,747,184,368,1016,147,788,57.7,1.65,21.19375574,Normal,Normal
1730,Combat Support,Army National Guard,Female,243,1214,294,158,701,398,121,785,1447,387,298,867,230,324,888,148,717,56.2,1.473,25.90185226,Overweight,Small
1731,Combat Support,Army National Guard,Female,208,1388,318,173,796,462,136,922,1531,397,284,810,205,353,1062,158,837,72.8,1.7,25.19031142,Overweight,Tall
1732,Combat Support,Army National Guard,Female,215,1390,321,170,786,465,142,878,1594,402,298,807,190,324,1059,162,841,72.2,1.692,25.21950047,Overweight,Normal
1733,Combat Service Support,Army National Guard,Female,201,1326,313,155,746,445,126,850,1481,428,254,738,196,351,991,155,785,56,1.611,21.57729237,Normal,Normal
1734,Combat Service Support,Army National Guard,Female,258,1437,341,183,804,476,133,913,1675,435,316,920,229,358,1093,163,856,82.4,1.734,27.40495072,Overweight,Tall
1735,Combat Service Support,Army National Guard,Female,253,1386,344,173,819,477,133,922,1587,435,318,918,242,341,1068,164,805,82.5,1.692,28.81729625,Overweight,Normal
1736,Combat Service Support,Army National Guard,Female,306,1315,324,202,845,454,125,887,1711,460,375,1093,305,398,977,170,747,99.5,1.647,36.68055367,Overweight,Normal
1737,Combat Service Support,Army National Guard,Female,330,1332,325,200,732,431,131,859,1686,500,366,1140,323,403,912,180,814,98.8,1.599,38.64203745,Overweight,Normal
1738,Combat Service Support,Army National Guard,Female,296,1333,304,176,742,437,127,833,1650,430,343,1017,272,383,947,163,805,81.5,1.614,31.28603652,Overweight,Normal
1739,Combat Service Support,Army National Guard,Female,276,1286,314,178,727,433,119,817,1571,398,292,945,262,368,924,155,742,72.3,1.549,30.13252057,Overweight,Small
1740,Combat Service Support,Army National Guard,Female,228,1326,307,186,672,433,131,834,1574,434,307,868,217,340,972,163,801,73.6,1.634,27.56599734,Overweight,Normal
1741,Combat Service Support,Army National Guard,Female,206,1472,340,167,780,483,132,896,1661,446,291,805,177,354,1064,157,883,69.8,1.76,22.53357438,Normal,Tall
1742,Combat Arms,Army National Guard,Female,252,1404,325,171,761,449,133,872,1670,420,336,944,223,360,1025,156,861,76.6,1.683,27.04335304,Overweight,Normal
1743,Combat Service Support,Army National Guard,Female,200,1323,321,168,715,440,129,837,1528,396,286,814,186,343,985,144,783,65.1,1.618,24.86703205,Normal,Normal
1744,Combat Service Support,Army National Guard,Female,188,1298,318,154,707,422,117,816,1496,420,271,735,172,352,936,154,761,51.8,1.565,21.14954731,Normal,Normal
1745,Combat Service Support,Army National Guard,Female,196,1330,304,148,715,431,130,839,1505,423,298,814,183,328,956,147,811,54.9,1.592,21.66138481,Normal,Normal
1746,Combat Service Support,Army National Guard,Female,212,1328,312,152,732,439,135,859,1498,407,279,787,193,338,1000,158,776,57.6,1.636,21.52067479,Normal,Normal
1747,Combat Service Support,Army National Guard,Female,222,1243,281,157,680,402,122,810,1484,388,275,808,209,346,918,151,768,58.3,1.538,24.6465357,Normal,Small
1748,Combat Service Support,Army National Guard,Female,221,1353,305,173,722,446,111,853,1575,440,289,822,206,359,994,153,823,67,1.648,24.66950231,Normal,Normal
1749,Combat Service Support,Army National Guard,Female,231,1342,332,169,760,443,116,856,1551,422,272,801,202,360,995,155,784,63.1,1.645,23.31833594,Normal,Normal
1750,Combat Service Support,Army National Guard,Female,227,1321,315,157,700,433,122,819,1565,442,296,842,206,342,958,157,787,62.7,1.623,23.80293448,Normal,Normal
1751,Combat Service Support,Army National Guard,Female,235,1310,333,156,730,435,128,834,1520,413,292,844,211,331,999,165,769,67.6,1.611,26.04687436,Overweight,Normal
1752,Combat Service Support,Army National Guard,Female,207,1312,292,150,682,437,127,826,1480,393,265,747,178,310,975,153,793,53.4,1.602,20.80732418,Normal,Normal
1753,Combat Service Support,Army National Guard,Female,249,1360,324,184,772,445,129,841,1665,450,313,873,226,353,990,164,800,74.8,1.67,26.82061028,Overweight,Normal
1754,Combat Service Support,Army National Guard,Female,193,1337,309,168,711,435,127,857,1551,421,271,757,178,362,1007,160,832,64.4,1.643,23.85672039,Normal,Normal
1755,Combat Support,Army National Guard,Female,243,1323,297,165,709,435,126,840,1520,424,304,854,207,334,976,158,822,67.7,1.628,25.54346842,Overweight,Normal
1756,Combat Service Support,Army National Guard,Female,212,1297,309,161,719,423,123,822,1495,398,275,778,192,317,964,159,770,62,1.575,24.99370118,Normal,Normal
1757,Combat Service Support,Army National Guard,Female,176,1337,323,148,750,429,119,815,1505,415,267,713,159,342,968,151,781,53.6,1.613,20.60136776,Normal,Normal
1758,Combat Service Support,Army National Guard,Female,211,1324,291,163,694,439,118,824,1547,397,268,771,193,311,983,153,812,59.9,1.598,23.45704346,Normal,Normal
1759,Combat Support,Army National Guard,Female,208,1313,315,176,708,425,132,846,1547,461,310,857,215,374,947,153,807,64.4,1.61,24.8447205,Normal,Normal
1760,Combat Service Support,Army National Guard,Female,191,1311,304,152,723,439,118,848,1445,418,275,739,171,305,994,144,785,53.6,1.597,21.016237,Normal,Normal
1761,Combat Service Support,Army National Guard,Female,271,1305,310,198,742,425,130,822,1653,430,337,972,242,326,951,169,788,88.2,1.59,34.88786045,Overweight,Normal
1762,Combat Service Support,Army National Guard,Female,245,1389,342,157,793,494,123,920,1483,430,290,840,224,330,1061,156,805,64.6,1.688,22.67188518,Normal,Normal
1763,Combat Service Support,Army National Guard,Female,259,1229,302,170,735,418,119,803,1487,390,288,878,217,346,918,163,711,66.2,1.502,29.3439196,Overweight,Small
1764,Combat Service Support,Army National Guard,Female,203,1315,305,174,705,435,133,837,1544,395,285,788,193,364,977,165,771,69.8,1.593,27.50577405,Overweight,Normal
1765,Combat Service Support,Army National Guard,Female,232,1320,306,174,737,435,117,823,1594,399,311,895,221,352,970,145,796,67.7,1.607,26.21542575,Overweight,Normal
1766,Combat Service Support,Army National Guard,Female,178,1337,304,156,701,425,121,802,1559,417,268,740,187,372,971,148,825,58.6,1.625,22.19171598,Normal,Normal
1767,Combat Service Support,Army National Guard,Female,188,1232,287,160,676,392,123,781,1465,391,275,767,185,322,899,147,754,52.6,1.525,22.61757592,Normal,Small
1768,Combat Service Support,Army National Guard,Female,204,1292,300,155,684,430,127,822,1446,402,285,797,191,332,959,152,773,56.4,1.563,23.08666217,Normal,Normal
1769,Combat Service Support,Army National Guard,Female,212,1426,325,170,753,476,125,897,1611,427,294,840,206,334,1054,156,853,76.5,1.734,25.44270303,Overweight,Tall
1770,Combat Service Support,Army National Guard,Female,255,1430,343,186,799,478,122,923,1650,440,319,947,249,378,1083,166,836,87.1,1.734,28.96809718,Overweight,Tall
1771,Combat Service Support,Army National Guard,Female,222,1410,333,165,764,477,130,901,1577,435,285,812,207,347,1058,155,850,68.2,1.728,22.84004201,Normal,Tall
1772,Combat Service Support,Army National Guard,Female,244,1381,330,158,742,458,120,853,1606,434,301,856,205,369,1006,145,808,62.9,1.661,22.79876807,Normal,Normal
1773,Combat Service Support,Army National Guard,Female,190,1398,318,153,747,458,120,887,1572,453,275,733,175,357,1034,151,859,56.8,1.703,19.58479544,Normal,Tall
1774,Combat Service Support,Army National Guard,Female,234,1421,343,162,718,463,133,884,1621,435,296,857,213,365,1040,152,844,68,1.702,23.47414599,Normal,Tall
1775,Combat Support,Army National Guard,Female,210,1459,343,151,797,474,141,936,1642,456,284,782,200,364,1078,157,861,66.9,1.772,21.30584105,Normal,Tall
1776,Combat Support,Army National Guard,Female,237,1337,311,173,735,447,122,831,1632,441,319,918,233,344,982,152,813,71.2,1.626,26.9301586,Overweight,Normal
1777,Combat Support,Army National Guard,Female,247,1372,322,183,754,445,125,833,1649,444,314,875,221,365,1011,163,822,78.1,1.661,28.3081683,Overweight,Normal
1778,Combat Support,Army National Guard,Female,244,1290,296,172,737,431,125,821,1531,395,276,835,201,317,948,137,763,67.5,1.549,28.13202128,Overweight,Small
1779,Combat Support,Army National Guard,Female,221,1362,319,163,756,456,117,873,1546,441,287,795,200,353,1010,154,819,66.3,1.634,24.83186989,Normal,Normal
1780,Combat Support,Army National Guard,Female,250,1351,311,177,708,429,132,848,1658,462,348,967,230,382,968,165,827,79.3,1.661,28.74312095,Overweight,Normal
1781,Combat Service Support,Army National Guard,Female,226,1284,282,163,667,427,120,823,1449,417,301,902,237,368,926,148,801,60.4,1.564,24.69240782,Normal,Normal
1782,Combat Service Support,Army National Guard,Female,248,1367,328,163,755,446,134,864,1618,428,307,902,238,358,1002,155,815,73.2,1.664,26.43652922,Overweight,Normal
1783,Combat Support,Army National Guard,Female,285,1283,297,175,668,390,125,779,1665,474,343,986,263,354,896,159,802,71.2,1.553,29.52140903,Overweight,Normal
1784,Combat Service Support,Army National Guard,Female,247,1411,341,175,782,473,124,903,1601,440,303,840,209,351,1048,162,817,72.2,1.7,24.98269896,Normal,Tall
1785,Combat Service Support,Army National Guard,Female,214,1255,310,159,733,415,126,827,1440,414,294,827,215,337,936,156,722,61,1.542,25.65435426,Overweight,Small
1786,Combat Service Support,Army National Guard,Female,266,1449,349,166,818,468,127,912,1676,448,335,975,246,413,1052,164,853,81.7,1.743,26.89225881,Overweight,Tall
1787,Combat Service Support,Army National Guard,Female,208,1335,316,196,775,436,130,879,1561,410,308,905,228,333,1013,154,803,79.9,1.623,30.3326071,Overweight,Normal
1788,Combat Service Support,Army National Guard,Female,197,1303,295,168,721,448,114,858,1455,381,270,770,189,319,990,153,763,60.2,1.59,23.8123492,Normal,Normal
1789,Combat Service Support,Army National Guard,Female,174,1307,291,159,722,427,125,790,1530,411,274,737,172,337,969,149,790,58.4,1.604,22.69886381,Normal,Normal
1790,Combat Service Support,Army National Guard,Female,197,1355,315,160,792,453,124,886,1526,393,273,752,180,317,1028,147,789,60.1,1.627,22.70384254,Normal,Normal
1791,Combat Service Support,Army National Guard,Female,238,1418,344,184,780,467,130,904,1617,470,314,918,231,383,1058,158,827,83.4,1.718,28.2565888,Overweight,Tall
1792,Combat Service Support,Army National Guard,Female,276,1399,315,197,782,467,135,892,1700,425,340,957,252,363,1054,171,855,97.3,1.705,33.47064439,Overweight,Tall
1793,Combat Service Support,Army National Guard,Female,179,1277,276,158,694,398,129,770,1518,410,243,686,160,344,924,151,788,55.7,1.561,22.85858742,Normal,Normal
1794,Combat Service Support,Army National Guard,Female,210,1400,335,162,811,472,115,939,1488,451,269,782,211,317,1040,153,795,55.3,1.661,20.04406795,Normal,Normal
1795,Combat Service Support,Army National Guard,Female,181,1325,304,154,705,449,123,873,1421,392,242,700,170,307,1003,146,801,52.6,1.62,20.04267642,Normal,Normal
1796,Combat Service Support,Army National Guard,Female,200,1389,315,171,785,489,121,909,1460,370,245,690,175,321,1063,154,830,61.4,1.66,22.28189868,Normal,Normal
1797,Combat Service Support,Army National Guard,Female,302,1399,350,190,853,476,122,911,1681,494,341,1034,318,403,1034,157,814,89.4,1.697,31.04372547,Overweight,Normal
